Timestamp (UTC),Longitude,Latitude,Pressure [dBar],Temperature [degC],Salinity [psu],PAR [microE/m2/s],CDOM [ppb],Backscatter (700nm),Chlorophyll-a [micro-gm/l]
1787384343.0971375,,,140.79999923706055,10.78499984741211,34.877471637940225,0.0,1.7252000570297241,0.00015877500118222088,0.34310001134872437
1787384493.6459656,,,152.72000312805176,10.783300399780273,34.87022101276313,0.0,1.7252000570297241,0.0001514750038040802,0.3138999938964844
1787384644.0127258,,,165.9000015258789,10.77810001373291,34.87638190244188,0.0,1.7252000570297241,0.0001514750038040802,0.30660000443458557
1787386029.2349548,,,4.600000083446503,10.910300254821777,34.911251482762985,0.0,1.7252000570297241,0.00018067499331664294,0.40880000591278076
1787386179.6266174,,,23.82999897003174,10.860899925231934,34.895018935813994,0.0,1.7252000570297241,0.00015877500118222088,0.36500000953674316
1787386330.0648193,,,45.1200008392334,10.832900047302246,34.89031660252566,0.0,1.7252000570297241,0.00017519999528303742,0.3357999920845032
1787386480.6079712,,,62.45999813079834,10.82390022277832,34.887947450193494,0.0,1.7252000570297241,0.00018797500524669886,0.3357999920845032
1787386631.0806885,,,77.10999965667725,10.83240032196045,34.89198255390023,0.0,1.7252000570297241,0.0001916250039357692,0.34310001134872437
1787386781.573059,,,92.48000144958496,10.834099769592285,34.889245227023245,0.0,1.7252000570297241,0.0001697249972494319,0.357699990272522
1787386931.9867554,,,115.71999549865723,10.823200225830078,34.89046659745176,0.0,1.7252000570297241,0.0001642499992158264,0.30660000443458557
1787387082.5653076,,,127.7400016784668,10.853099822998047,34.892456156577495,0.0,1.7252000570297241,0.0001697249972494319,0.32850000262260437
1787387232.8464966,,,144.6500015258789,10.85159969329834,34.89270080282103,0.0,1.7252000570297241,0.00016607499856036156,0.2992999851703644
1787387383.4004517,,,168.19000244140625,10.847700119018555,34.8913662692691,0.0,1.7252000570297241,0.0001770249946275726,0.32120001316070557
1787388790.1262512,,,4.079999923706055,11.14680004119873,34.945355563155324,0.0,1.7252000570297241,0.00018797500524669886,0.5037000179290771
1787388940.5245056,,,22.890000343322754,11.145999908447266,34.93973788436519,0.0,1.7252000570297241,0.00016060000052675605,0.47450000047683716
1787389090.9624634,,,36.34000062942505,11.106900215148926,34.939069812308446,0.0,1.7252000570297241,0.00014235000708140433,0.40880000591278076
1787389241.4503174,,,50.209999084472656,11.061300277709961,34.91594539528409,0.0,1.7252000570297241,0.00015877500118222088,0.38690000772476196
1787389391.8470154,,,66.25,10.979499816894531,34.91574599084015,0.0,1.7252000570297241,0.0001843250065576285,0.37229999899864197
1787389542.108673,,,86.19999885559082,10.962400436401367,34.913847801502456,0.0,1.7252000570297241,0.00016607499856036156,0.36500000953674316
1787389692.590088,,,104.06000137329102,10.952099800109863,34.90982417315943,0.0,1.7252000570297241,0.0001514750038040802,0.34310001134872437
1787389842.8378906,,,119.04999732971191,10.946700096130371,34.91633427243798,0.0,1.7252000570297241,0.0001569500018376857,0.37229999899864197
1787389993.3742676,,,137.01000213623047,10.934300422668457,34.905878356011016,0.0,1.7252000570297241,0.0001514750038040802,0.32120001316070557
1787390143.8927002,,,156.7300033569336,10.879500389099121,34.893563406179915,0.0,1.7252000570297241,0.0001843250065576285,0.3138999938964844
1787390294.355011,,,175.41000366210938,10.869799613952637,34.89383162021164,0.0,1.7252000570297241,0.00017337499593850225,0.32850000262260437
1787391695.9006653,,,4.429999887943268,11.258099555969238,34.95725439823537,0.0,1.7252000570297241,0.00018797500524669886,0.5037000179290771
1787391846.0003052,,,23.450000286102295,11.1875,34.94614729429522,0.0,1.7252000570297241,0.00015512500249315053,0.45989999175071716
1787391996.3908386,,,43.61000061035156,11.152899742126465,34.94159449217738,0.0,1.7252000570297241,0.00014600000577047467,0.40880000591278076
1787392567.3171082,171.07305000000002,-45.733728333333346,,,,,,,
1787392658.4578247,171.07336333333333,-45.73351166666668,,,,,,,
1787392690.0,171.07336666666666,-45.733516666666674,,,,,,,
1787392702.0,171.07336666666666,-45.733516666666674,,,,,,,
1787392955.0,171.05368333333337,-45.64888333333334,,,,,,,
1787393090.1854248,171.07549333333336,-45.73211166666667,,,,,,,
1787393179.423523,,,4.410000145435333,11.248600006103516,34.956047332632586,0.0,1.7252000570297241,0.0001642499992158264,0.5694000124931335
1787393329.8256836,,,23.480000495910645,11.139300346374512,34.94175612433642,0.0,1.7252000570297241,0.00018067499331664294,0.40149998664855957
1787393480.1002502,,,40.14999866485596,11.107500076293945,34.93678495324549,0.0,1.7252000570297241,0.00016607499856036156,0.42340001463890076
1787393630.8089905,,,59.52000141143799,11.105899810791016,34.9348830752168,0.0,1.7252000570297241,0.0001697249972494319,0.40149998664855957
1787393781.2982788,,,77.8000020980835,11.103799819946289,34.933158271910635,0.0,1.7252000570297241,0.00020257500000298023,0.45989999175071716
1787393931.5101929,,,94.32000160217285,11.087300300598145,34.930667964041454,0.0,1.7252000570297241,0.00016060000052675605,0.38690000772476196
1787394081.8358765,,,109.7700023651123,11.05210018157959,34.924996104485,0.0,1.7252000570297241,0.00017154999659396708,0.357699990272522
1787394232.0724487,,,121.21000289916992,11.056500434875488,34.92536479200569,0.0,1.7252000570297241,0.00014965000445954502,0.36500000953674316
1787394382.5212097,,,134.82000350952148,11.052499771118164,34.92517361170775,0.0,1.7252000570297241,0.00017154999659396708,0.37229999899864197
1787394533.0958862,,,149.82000350952148,11.0423002243042,34.92018440070041,0.0,1.7252000570297241,0.0001916250039357692,0.40149998664855957
1787394683.396881,,,167.50999450683594,11.029199600219727,34.92084487547301,0.0,1.7252000570297241,0.0001843250065576285,0.32850000262260437
1787396312.3855896,171.07592666666667,-45.73212,,,,,,,
1787396340.806305,,,4.460000097751617,11.356399536132812,34.96699721741405,0.0,1.7252000570297241,0.00017154999659396708,0.525600016117096
1787396491.2051392,,,24.149999618530273,11.163100242614746,34.943334910783825,0.0,1.7252000570297241,0.00015877500118222088,0.7519000172615051
1787396641.657013,,,44.7599983215332,11.099699974060059,34.9335541819199,0.0,1.7252000570297241,0.00016060000052675605,0.5328999757766724
